fixed acidity,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
6.8,0.07400000000000001,64.0,0.99529,3.12,0.49,9.6,5,1085
8.5,0.055,9.0,0.99738,3.38,0.66,11.6,7,1086
7.9,0.057,30.0,0.994,3.29,0.69,11.2,6,1087
11.6,0.095,41.0,0.99735,3.02,0.76,9.9,7,1088
11.6,0.095,41.0,0.99735,3.02,0.76,9.9,7,1089
10.0,0.083,74.0,0.99451,2.98,0.63,11.8,8,1090
7.9,0.086,19.0,0.99546,3.35,0.6,11.4,6,1091
7.0,0.081,16.0,0.99479,3.43,0.59,11.5,6,1092
9.2,0.079,31.0,0.99615,3.33,0.86,12.0,7,1093
6.6,0.117,17.0,0.99655,3.35,0.49,10.8,6,1094
6.6,0.117,17.0,0.99655,3.35,0.49,10.8,6,1096
8.6,0.096,18.0,0.99666,3.2,0.52,9.4,5,1099
8.4,0.07200000000000001,36.0,0.99392,3.11,0.78,12.4,6,1100
7.4,0.071,25.0,0.99388,3.35,0.63,12.0,6,1101
7.4,0.071,25.0,0.99388,3.35,0.63,12.0,6,1103
8.0,0.073,25.0,0.9936,3.28,0.66,12.4,6,1104
6.3,0.048,49.0,0.99374,3.41,0.6,12.8,5,1105
9.1,0.068,24.0,0.99523,3.27,0.85,11.7,7,1107
8.1,0.09,13.0,0.99855,3.36,0.49,9.5,5,1108
10.8,0.171,66.0,0.9982,3.17,0.76,10.8,6,1109
8.3,0.07,14.0,0.99593,3.25,0.64,10.0,6,1110
5.4,0.092,55.0,0.99471,3.78,0.64,12.3,7,1111
7.9,0.056,35.0,0.99396,3.29,0.71,11.0,6,1112
5.0,0.046,80.0,0.9902,3.49,0.66,13.6,6,1114
7.0,0.091,21.0,0.99572,3.38,0.6,11.3,6,1115
7.0,0.091,21.0,0.99572,3.38,0.6,11.3,6,1116
7.0,0.091,21.0,0.99572,3.38,0.6,11.3,6,1117
7.1,0.065,24.0,0.99252,3.3,0.53,13.3,6,1118
5.6,0.066,15.0,0.99256,3.52,0.58,12.9,5,1119
7.9,0.076,17.0,0.99235,3.2,0.72,13.1,8,1120
6.3,0.055,33.0,0.9922,3.45,0.48,12.3,6,1122
8.8,0.055,27.0,0.99394,3.14,0.59,11.3,7,1125
6.3,0.07200000000000001,52.0,0.99379,3.51,0.6,11.5,6,1127
10.0,0.095,89.0,0.9984,3.22,0.68,10.0,5,1128
9.1,0.058,10.0,0.9977,3.18,0.63,10.4,6,1130
7.4,0.075,38.0,0.9933,3.38,0.88,13.6,7,1132
7.2,0.08900000000000001,18.0,0.99684,3.37,0.68,11.2,7,1133
8.5,0.061,15.0,0.99524,3.3,0.74,11.8,7,1134
8.0,0.067,50.0,0.9946,3.38,0.6,11.9,6,1135
10.4,0.08,13.0,0.99774,3.22,0.76,11.4,6,1136
7.5,0.104,94.0,0.99786,3.14,0.58,9.1,5,1138
8.2,0.079,86.0,0.99764,3.34,0.64,9.5,6,1139
7.3,0.08,79.0,0.9969,3.41,0.65,9.5,6,1140
8.2,0.08,71.0,0.99624,3.27,0.85,11.0,6,1141
6.9,0.043,12.0,0.99354,3.3,0.65,11.4,6,1142
7.0,0.065,20.0,0.99672,3.61,0.82,10.0,6,1143
7.3,0.066,70.0,0.99588,3.43,0.62,10.1,5,1144
8.2,0.076,51.0,0.99672,3.53,0.81,10.4,6,1145
7.8,0.17800000000000002,21.0,0.996,3.28,0.87,9.8,6,1146
10.0,0.071,14.0,0.99702,3.21,0.49,11.8,7,1147
7.8,0.086,21.0,0.99526,3.39,0.66,11.6,6,1148
10.0,0.061,11.0,0.99585,3.23,0.52,12.0,6,1149
6.1,0.044,70.0,0.99352,3.46,0.65,12.5,6,1151
8.3,0.118,38.0,0.99616,3.15,0.53,9.8,5,1152
9.6,0.083,38.0,0.99622,3.23,0.66,11.1,6,1153
8.3,0.118,38.0,0.99616,3.15,0.53,9.8,5,1155
8.5,0.071,88.0,0.99524,3.33,0.76,11.8,7,1156
5.1,0.042,101.0,0.9924,3.46,0.87,12.9,7,1157
8.5,0.075,19.0,0.99434,3.14,0.71,11.8,7,1162
9.0,0.078,21.0,0.99692,3.29,0.67,10.0,5,1164
8.2,0.07400000000000001,48.0,0.99528,3.32,0.88,12.4,7,1167
6.5,0.067,44.0,0.99384,3.21,0.56,12.0,6,1168
7.6,0.086,14.0,0.99502,3.32,0.62,11.5,6,1169
9.2,0.062,12.0,0.99667,3.2,0.67,10.5,6,1170
9.7,0.07400000000000001,16.0,0.99649,3.27,0.74,12.3,6,1172
7.6,0.079,65.0,0.99716,3.46,0.62,9.5,6,1173
7.6,0.079,65.0,0.99716,3.46,0.62,9.5,6,1174
6.5,0.095,59.0,0.99541,3.61,0.7,11.5,6,1175
6.5,0.079,47.0,0.99572,3.58,0.5,11.2,4,1176
5.6,0.041,78.0,0.99346,3.68,0.73,11.4,5,1178
8.2,0.076,47.0,0.99599,3.27,0.81,11.0,6,1179
9.8,0.068,11.0,0.99478,3.19,0.46,11.4,5,1181
6.8,0.07,61.0,0.99572,3.29,0.6,9.3,5,1183
6.7,0.08,119.0,0.99538,3.36,0.7,10.9,5,1184
6.7,0.08,119.0,0.99538,3.36,0.7,10.9,5,1188
8.8,0.075,19.0,0.99616,3.3,0.44,9.6,4,1189
9.1,0.08,20.0,0.99652,3.28,0.57,12.5,6,1190
6.5,0.166,12.0,0.99551,3.56,0.51,10.8,5,1191
7.2,0.063,41.0,0.99439,3.52,0.8,12.4,7,1192
7.0,0.114,64.0,0.99588,3.22,0.59,9.5,6,1194
6.2,0.078,56.0,0.99633,3.52,0.6,9.5,6,1195
7.7,0.069,9.0,0.99458,3.16,0.54,9.8,6,1197
7.7,0.052000000000000005,77.0,0.9951,3.15,0.79,10.9,6,1198
7.9,0.076,94.0,0.99686,3.21,0.58,9.5,6,1199
7.7,0.069,9.0,0.99458,3.16,0.54,9.8,6,1200
7.9,0.065,10.0,0.99419,3.27,0.54,11.2,7,1201
8.6,0.068,12.0,0.99516,3.35,0.69,11.7,8,1202
9.9,0.111,76.0,0.99878,3.14,0.55,9.4,5,1203
7.2,0.07400000000000001,44.0,0.99534,3.4,0.85,11.0,7,1204
7.2,0.07400000000000001,44.0,0.99534,3.4,0.85,11.0,7,1206
9.9,0.136,52.0,0.99752,3.35,0.94,10.0,5,1207
7.2,0.07400000000000001,44.0,0.99534,3.4,0.85,11.0,7,1208
6.2,0.071,24.0,0.99428,3.45,0.87,11.2,7,1209
6.8,0.078,15.0,0.99498,3.35,0.62,10.4,6,1210
6.8,0.078,15.0,0.99498,3.35,0.62,10.4,6,1212
10.2,0.081,9.0,0.99628,3.1,0.48,10.4,6,1214
7.9,0.079,79.0,0.99677,3.29,0.69,9.5,6,1216
9.0,0.044,50.0,0.99478,3.2,0.83,10.9,6,1219
10.9,0.132,44.0,0.99734,3.28,0.77,11.5,6,1220
10.9,0.132,44.0,0.99734,3.28,0.77,11.5,6,1221
12.6,0.08,20.0,0.9992,3.07,0.82,10.3,6,1224
9.2,0.091,77.0,0.99922,3.15,0.51,9.4,5,1225
7.5,0.08,46.0,0.99592,3.02,0.47,9.2,5,1226
9.0,0.104,21.0,0.99769,3.27,0.72,9.6,5,1227
5.1,0.044,88.0,0.99157,3.68,0.73,13.6,7,1228
7.6,0.075,66.0,0.99718,3.4,0.64,9.5,5,1229
7.7,0.066,58.0,0.9947,3.37,0.78,11.8,6,1230
7.8,0.07400000000000001,90.0,0.99621,3.38,0.62,10.8,5,1231
7.6,0.075,66.0,0.99718,3.4,0.64,9.5,5,1232
7.1,0.059,18.0,0.99242,3.39,0.4,12.8,6,1234
7.8,0.07,17.0,0.99659,3.26,0.64,9.4,6,1236
7.1,0.059,18.0,0.99242,3.39,0.4,12.8,6,1237
8.1,0.081,24.0,0.99798,3.38,0.46,9.6,4,1238
6.5,0.057,20.0,0.99488,3.45,0.56,11.8,4,1239
7.5,0.076,60.0,0.99494,3.1,0.4,9.3,5,1240
8.3,0.08199999999999999,86.0,0.9983,3.37,0.62,9.5,5,1243
7.4,0.08199999999999999,34.0,0.99655,3.49,0.68,10.5,5,1245
7.4,0.086,48.0,0.99502,3.12,0.48,10.0,5,1246
7.1,0.079,37.0,0.99514,3.4,0.61,10.9,6,1250
7.5,0.077,60.0,0.9963,3.28,0.59,9.8,5,1251
7.1,0.123,14.0,0.99627,3.45,0.58,9.8,5,1252
7.9,0.096,13.0,0.99569,3.43,0.58,9.5,5,1253
7.8,0.079,35.0,0.99628,3.4,0.69,10.9,5,1254
7.5,0.08199999999999999,60.0,0.99499,3.1,0.42,9.2,5,1256
7.0,0.085,69.0,0.99633,3.32,0.7,11.0,6,1257
6.8,0.123,33.0,0.99538,3.44,0.63,11.3,6,1258
8.6,0.403,56.0,0.99632,3.02,1.15,9.3,5,1260
6.3,0.083,24.0,0.99437,3.59,0.55,11.2,4,1261
9.8,0.081,66.0,0.99726,3.15,0.58,9.8,5,1262
8.5,0.066,51.0,0.99456,3.38,0.72,11.8,6,1264
7.2,0.081,36.0,0.99564,3.38,0.6,10.3,6,1265
7.2,0.081,36.0,0.99564,3.38,0.6,10.3,6,1266
10.4,0.068,19.0,0.996,3.1,0.87,11.4,6,1267
6.9,0.079,51.0,0.99668,3.47,0.55,9.5,6,1268
5.0,0.048,60.0,0.99084,3.7,0.75,14.0,6,1270
7.3,0.049,64.0,0.9935,3.38,0.57,11.7,6,1271
5.9,0.077,44.0,0.99385,3.5,0.53,11.2,5,1272
7.5,0.073,44.0,0.99494,3.1,0.43,9.3,5,1273
7.8,0.102,36.0,0.9944,3.24,0.53,11.2,6,1274
8.0,0.075,81.0,0.99688,3.24,0.54,9.5,6,1275
8.5,0.05,10.0,0.99566,3.28,0.56,12.0,4,1276
7.0,0.114,10.0,0.99636,3.35,0.6,9.7,6,1277
8.0,0.075,81.0,0.99688,3.24,0.54,9.5,6,1278
9.8,0.062,9.0,0.9948,3.14,0.57,11.5,7,1279
7.1,0.077,54.0,0.9956,3.37,0.64,10.4,6,1280
7.1,0.077,54.0,0.9956,3.37,0.64,10.4,6,1281
7.9,0.084,22.0,0.99619,3.33,0.68,10.9,6,1282
8.7,0.096,69.0,0.99734,3.26,0.63,10.2,6,1283
7.0,0.071,36.0,0.99476,3.39,0.56,10.9,5,1284
11.3,0.09,47.0,0.99734,3.15,0.57,10.5,5,1285
7.0,0.068,110.0,0.99914,3.3,1.17,10.2,5,1288
7.0,0.068,110.0,0.99914,3.3,1.17,10.2,5,1289
7.6,0.1,12.0,0.99521,3.36,0.59,11.0,5,1290
8.2,0.073,60.0,0.99638,3.29,0.75,10.9,6,1291
5.9,0.056,28.0,0.99362,3.62,0.67,12.4,6,1292
6.6,0.093,77.5,0.99558,3.2,0.45,9.5,5,1296
7.2,0.064,29.0,0.99323,3.35,0.61,12.1,6,1297
5.7,0.063,18.0,0.99191,3.45,0.56,12.2,6,1298
7.6,0.13699999999999998,9.0,0.99476,3.5,0.4,10.9,3,1299
5.2,0.08,28.0,0.99444,3.78,0.61,12.5,6,1300
6.7,0.1,57.0,0.99598,3.6,0.74,11.7,6,1301
9.1,0.064,15.0,0.99576,3.3,0.8,11.2,6,1302
7.6,0.087,68.0,0.9955,3.12,0.44,9.2,5,1304
7.5,0.073,88.0,0.99612,3.3,0.53,9.8,5,1305
9.7,0.08800000000000001,91.0,0.9979,3.29,0.62,10.1,5,1306
7.0,0.071,63.0,0.996,3.28,0.61,9.2,5,1309
6.5,0.064,27.0,0.9929,3.33,0.59,12.8,6,1311
8.0,0.083,41.0,0.99532,3.34,0.47,10.5,5,1312
7.5,0.083,91.0,0.99616,3.26,0.58,9.8,6,1315
5.4,0.041,46.0,0.99258,4.01,0.59,12.5,6,1316
9.1,0.414,64.0,0.99652,2.9,1.33,9.1,6,1319
5.0,0.041,46.0,0.99258,4.01,0.59,12.5,6,1321
9.1,0.058,18.0,0.99392,3.18,0.55,11.4,5,1322
6.7,0.077,34.0,0.9948,3.39,0.6,10.6,6,1324
6.7,0.077,34.0,0.9948,3.39,0.6,10.6,6,1325
6.7,0.077,34.0,0.9948,3.39,0.6,10.6,6,1326
6.7,0.077,34.0,0.9948,3.39,0.6,10.6,6,1327
6.5,0.073,38.0,0.9955,3.34,0.52,9.3,5,1328
7.4,0.083,91.0,0.99616,3.29,0.56,9.8,6,1329
7.4,0.083,91.0,0.99616,3.29,0.56,9.8,6,1330
7.8,0.107,67.0,0.99668,3.26,0.46,9.2,5,1331
8.4,0.075,25.0,0.99581,3.09,0.43,9.7,6,1332
9.1,0.079,48.0,0.9976,3.18,0.51,9.6,5,1333
7.2,0.166,11.0,0.99608,3.39,0.52,10.0,5,1334
6.6,0.069,40.0,0.99387,3.38,0.66,12.6,6,1335
6.0,0.057,26.0,0.99448,3.36,0.45,9.5,5,1336
6.0,0.057,26.0,0.99448,3.36,0.45,9.5,5,1337
6.0,0.057,26.0,0.99448,3.36,0.45,9.5,5,1338
7.5,0.084,31.0,0.99538,3.36,0.54,10.5,6,1339
7.5,0.084,31.0,0.99538,3.36,0.54,10.5,6,1340
7.5,0.084,31.0,0.99538,3.36,0.54,10.5,6,1341
7.5,0.084,31.0,0.99538,3.36,0.54,10.5,6,1343
11.5,0.077,20.0,0.99852,3.09,0.53,11.0,5,1344
8.2,0.063,28.0,0.99613,3.25,0.53,10.2,6,1345
6.1,0.056,13.0,0.99472,3.52,0.56,11.4,5,1346
7.2,0.078,12.0,0.99587,3.34,0.39,9.5,5,1347
7.2,0.065,46.0,0.99332,3.32,0.51,11.8,6,1351
7.6,0.086,57.0,0.9969,3.37,0.46,10.3,5,1353
6.1,0.086,32.0,0.99464,3.36,0.44,10.1,5,1355
6.1,0.084,28.0,0.99464,3.36,0.44,10.1,5,1356
7.3,0.078,67.0,0.99648,3.6,0.59,11.1,6,1357
7.4,0.168,98.0,0.99736,3.28,0.5,9.5,5,1358
11.6,0.091,28.0,0.99704,3.07,0.65,10.0333333333333,6,1359
8.3,0.093,54.0,0.99724,3.36,0.54,10.1,5,1361
11.6,0.091,28.0,0.99704,3.07,0.65,10.0333333333333,6,1362
7.2,0.096,31.0,0.995,3.46,0.53,11.8,6,1364
7.3,0.094,45.0,0.99576,3.24,0.5,9.8,5,1366
6.9,0.08800000000000001,105.0,0.99725,3.25,1.18,10.5,6,1367
8.0,0.079,74.0,0.99656,3.27,0.5,9.8,6,1368
8.7,0.415,66.0,0.99623,3.0,1.17,9.2,5,1370
7.5,0.153,14.0,0.99476,3.21,1.03,11.6,6,1371
8.7,0.415,66.0,0.99623,3.0,1.17,9.2,5,1372
8.2,0.086,31.0,0.9946,3.11,0.46,10.0,5,1376
7.2,0.078,28.0,0.99609,3.29,0.51,9.9,6,1378
7.5,0.077,35.0,0.99557,3.36,0.62,10.8,6,1379
7.5,0.077,35.0,0.99557,3.36,0.62,10.8,6,1380
8.0,0.08,105.0,0.99613,3.3,0.49,9.9,5,1382
8.0,0.08,105.0,0.99613,3.3,0.49,9.9,5,1383
7.1,0.107,84.0,0.99593,3.19,0.5,9.5,5,1384
8.0,0.076,85.0,0.99668,3.19,0.42,9.2,5,1385
7.4,0.1,23.0,0.9961,3.3,0.58,9.6,5,1386
6.6,0.083,49.0,0.99718,3.35,0.68,10.3,5,1388
6.0,0.068,33.0,0.99292,3.58,0.59,12.5,6,1390
8.0,0.094,33.0,0.99612,3.37,0.58,11.0,5,1391
7.1,0.07,12.0,0.9942,3.17,0.48,9.8,5,1392
8.0,0.078,59.0,0.99612,3.3,0.48,10.2,5,1393
8.6,0.092,12.0,0.99745,3.31,0.65,9.55,6,1395
8.7,0.09,11.0,0.99745,3.31,0.65,9.55,5,1396
7.3,0.08,104.0,0.99584,3.28,0.52,9.9,5,1397
7.2,0.068,24.0,0.9956,3.42,0.72,11.1,6,1399
7.9,0.08,141.0,0.9962,3.25,0.51,9.9,5,1400
7.6,0.052000000000000005,24.0,0.9963,3.44,0.82,11.9,6,1402
7.2,0.061,13.0,0.996,3.23,1.1,10.0,8,1403
8.0,0.08199999999999999,46.0,0.9985,3.43,0.62,10.7,6,1404
8.2,0.062,22.0,0.9974,3.22,0.94,10.9,6,1406
6.0,0.064,54.0,0.995,3.54,0.93,10.7,6,1407
8.1,0.048,53.0,0.995,3.27,1.01,12.4,7,1408
6.0,0.064,54.0,0.995,3.54,0.93,10.7,6,1409
6.6,0.08199999999999999,16.0,0.9936,3.5,0.44,11.9,6,1410
6.4,0.071,19.0,0.9963,3.56,0.73,10.6,6,1411
8.2,0.062,22.0,0.9974,3.22,0.94,10.9,6,1412
9.9,0.104,89.0,0.9963,3.04,0.9,10.1,5,1413
10.0,0.077,15.0,0.9994,3.2,0.78,9.6,5,1414
6.2,0.065,18.0,0.9966,3.56,0.84,9.4,5,1415
10.0,0.077,15.0,0.9994,3.2,0.78,9.6,5,1416
7.3,0.064,37.0,0.9952,3.35,0.77,12.1,7,1417
7.8,0.077,19.0,0.995,3.16,0.46,9.8,5,1418
7.7,0.077,133.0,0.9956,3.27,0.45,9.9,5,1419
7.8,0.077,19.0,0.995,3.16,0.46,9.8,5,1420
7.5,0.079,58.0,0.9965,3.34,0.58,9.4,5,1421
7.0,0.079,55.0,0.9956,3.39,0.84,11.4,6,1422
6.4,0.123,31.0,0.9968,3.5,0.67,11.0,4,1423
7.6,0.078,23.0,0.9957,3.3,0.58,11.2,5,1427
7.8,0.07200000000000001,55.0,0.9962,3.31,0.63,11.0,5,1428
7.9,0.049,67.0,0.996,3.33,0.93,11.3,5,1429
7.4,0.066,47.0,0.9956,3.37,0.62,10.4,5,1430
7.6,0.069,74.0,0.9958,3.26,0.54,9.9,6,1431
6.1,0.069,25.0,0.9955,3.42,0.74,10.1,7,1433
10.2,0.214,95.0,1.00369,3.18,0.77,9.0,6,1434
10.0,0.16899999999999998,90.0,0.99914,3.15,0.65,8.5,5,1436
6.8,0.07,39.0,0.99577,3.53,0.54,11.1,5,1437
7.0,0.052000000000000005,8.0,0.996,3.41,0.47,10.3,5,1438
7.3,0.07200000000000001,92.0,0.99566,3.32,0.68,11.066666666666698,6,1439
6.9,0.058,22.0,0.99322,3.38,0.49,11.7,5,1443
7.4,0.094,98.0,0.99713,3.16,0.52,9.6,6,1445
6.8,0.08,39.0,0.99701,3.4,0.74,9.7,5,1447
7.2,0.056,29.0,0.99472,3.23,0.76,11.3,8,1449
7.2,0.062,28.0,0.9947,3.23,0.73,11.3,7,1450
7.8,0.104,17.0,0.99732,3.33,0.78,11.0,7,1451
6.6,0.062,53.0,0.99374,3.35,0.76,11.6,7,1452
11.7,0.073,23.0,0.99974,3.21,0.69,10.9,6,1454
6.5,0.052000000000000005,17.0,0.99467,3.5,0.63,10.9,6,1455
7.6,0.07400000000000001,85.0,0.99706,3.41,0.58,9.0,5,1457
8.4,0.067,20.0,0.99603,3.39,0.6,10.5,5,1458
7.9,0.054000000000000006,15.0,0.99458,3.32,0.8,11.9,7,1459
6.4,0.054000000000000006,64.0,0.99724,3.41,0.68,10.4,6,1460
6.2,0.06,13.0,0.99664,3.59,0.61,10.0,4,1461
6.9,0.076,39.0,0.99522,3.34,0.53,10.8,6,1463
6.8,0.063,53.0,0.9958,3.41,0.67,9.7,5,1464
7.3,0.062,54.0,0.99728,3.3,0.65,10.0,7,1466
6.7,0.067,32.0,0.99648,3.52,0.57,11.0,4,1467
7.3,0.062,54.0,0.99728,3.3,0.65,10.0,7,1468
7.3,0.061,49.0,0.99705,3.31,0.55,9.7,3,1469
10.0,0.084,24.0,0.99578,2.88,0.47,9.7,5,1470
6.7,0.067,16.0,0.99334,3.43,0.52,12.6,5,1471
7.6,0.073,44.0,0.99656,3.38,0.79,11.1,6,1472
6.1,0.071,45.0,0.99336,3.38,0.54,11.0,5,1473
9.9,0.205,82.0,1.00242,3.16,0.75,8.8,5,1474
5.3,0.048,89.0,0.99182,3.54,0.88,13.566666666666698,7,1475
9.9,0.205,82.0,1.00242,3.16,0.75,8.8,5,1476
5.3,0.048,89.0,0.99182,3.54,0.88,13.6,7,1477
8.2,0.104,22.0,0.99828,3.39,0.68,10.6,5,1479
8.2,0.104,22.0,0.99828,3.39,0.68,10.6,5,1481
8.1,0.042,12.0,0.99542,3.35,0.61,10.7,5,1483
7.0,0.07400000000000001,25.0,0.99606,3.37,0.55,9.7,5,1485
6.8,0.07,23.0,0.99546,3.38,0.6,10.3,5,1486
6.0,0.066,17.0,0.99496,3.52,0.78,10.6,5,1487
5.6,0.049,13.0,0.9942,3.72,0.58,11.4,5,1488
7.1,0.039,18.0,0.99344,3.39,0.56,12.4,6,1490
6.2,0.05,18.0,0.99348,3.57,0.54,11.95,5,1492
7.7,0.08900000000000001,147.0,0.99636,3.26,0.59,9.7,5,1493
6.4,0.066,28.0,0.99459,3.42,0.7,10.0,7,1494
7.0,0.08,28.0,0.99492,3.35,0.81,10.6,6,1495
6.9,0.054000000000000006,16.0,0.99508,3.45,0.63,11.5,6,1497
6.9,0.054000000000000006,16.0,0.99508,3.45,0.63,11.5,6,1499
7.8,0.083,64.0,0.99642,3.16,0.53,9.4,5,1501
6.2,0.077,14.0,0.99555,3.51,0.69,11.0,6,1503
7.5,0.106,12.0,0.99605,3.36,0.55,11.4,6,1504
6.7,0.078,12.0,0.996,3.55,0.63,9.95,3,1505
6.8,0.07,14.0,0.99562,3.51,0.66,10.8,6,1506
7.5,0.106,12.0,0.99605,3.36,0.55,11.4,6,1507
7.1,0.07400000000000001,25.0,0.99814,3.38,0.72,10.6,6,1508
7.9,0.062,20.0,0.9941,3.28,0.7,11.1,5,1509
6.4,0.047,48.0,0.99661,3.47,0.77,9.7,6,1510
7.1,0.068,27.0,0.99712,3.44,0.67,9.8,5,1511
6.9,0.07400000000000001,65.0,0.99842,3.53,0.72,9.23333333333333,6,1514
6.9,0.07400000000000001,65.0,0.99842,3.53,0.72,9.25,6,1515
6.5,0.063,44.0,0.99489,3.38,0.83,10.3,6,1517
7.4,0.114,20.0,0.99647,3.32,0.63,10.5,5,1518
6.6,0.106,27.0,0.99665,3.44,0.58,10.2,5,1519
6.1,0.071,58.0,0.99633,3.42,0.97,10.6,5,1522
6.8,0.076,61.0,0.9953,3.34,0.6,10.4,5,1523
6.7,0.064,34.0,0.99552,3.33,0.64,9.7,5,1525
6.8,0.064,38.0,0.99553,3.3,0.65,9.6,6,1526
7.9,0.096,59.0,0.99714,3.31,0.67,10.1,6,1528
7.1,0.063,52.0,0.99608,3.42,0.6,10.2,6,1529
6.6,0.063,18.0,0.99444,3.42,0.69,11.3,6,1530
6.1,0.081,28.0,0.99631,3.6,0.66,10.2,5,1531
7.2,0.058,22.0,0.99573,3.21,0.68,9.9,6,1532
8.0,0.07400000000000001,84.0,0.99717,3.39,0.61,9.0,5,1533
6.6,0.064,29.0,0.99397,3.42,0.62,11.7,7,1534
7.0,0.075,35.0,0.9959,3.36,0.59,9.7,6,1535
6.2,0.081,26.0,0.99538,3.57,0.63,12.0,5,1538
6.2,0.071,32.0,0.99646,3.56,0.63,11.6,6,1540
8.4,0.063,19.0,0.9955,3.17,0.81,11.2,7,1544
6.5,0.059,28.0,0.99531,3.36,0.64,10.1,6,1545
7.0,0.07200000000000001,26.0,0.99575,3.36,0.61,10.2,5,1546
11.2,0.099,50.0,0.99783,3.1,0.58,10.4,5,1548
7.4,0.07400000000000001,24.0,0.99419,3.24,0.7,11.4,8,1549
7.1,0.083,27.0,0.99768,3.44,0.54,9.4,5,1551
6.3,0.103,54.0,0.99586,3.51,0.66,11.3,6,1552
7.3,0.08,28.0,0.99765,3.41,0.6,9.4,5,1553
7.0,0.065,24.0,0.99514,3.44,0.68,10.55,7,1555
6.6,0.066,20.0,0.99636,3.53,0.56,9.9,5,1556
6.6,0.062,23.0,0.99627,3.54,0.6,11.0,6,1557
6.9,0.235,115.0,0.99787,3.22,0.56,9.5,5,1558
7.8,0.08,131.0,0.99622,3.21,0.52,9.9,5,1559
7.8,0.08,131.0,0.99622,3.21,0.52,9.9,5,1560
7.8,0.08,131.0,0.99622,3.21,0.52,9.9,5,1561
7.2,0.076,20.0,0.99546,3.29,0.54,10.1,5,1562
7.2,0.076,20.0,0.99546,3.29,0.54,10.1,5,1563
6.7,0.061,42.0,0.99489,3.39,0.82,10.9,6,1565
6.7,0.059,52.0,0.99494,3.34,0.71,11.2,6,1566
7.2,0.076,20.0,0.99546,3.29,0.54,10.1,5,1567
7.0,0.077,42.0,0.99629,3.34,0.59,9.2,5,1568
6.2,0.056,34.0,0.99396,3.48,0.57,11.5,6,1569
6.4,0.23,35.0,0.9934,3.37,0.93,12.4,6,1570
6.4,0.038,25.0,0.99514,3.44,0.65,11.1,6,1571
7.3,0.069,104.0,0.99632,3.33,0.51,9.5,5,1572
6.0,0.075,50.0,0.99467,3.58,0.67,12.5,6,1573
7.5,0.06,20.0,0.99474,3.26,0.64,11.8,6,1575
8.0,0.081,29.0,0.99588,3.3,0.78,10.8,6,1576
6.2,0.076,27.0,0.99622,3.54,0.6,11.9,6,1577
6.8,0.118,20.0,0.9954,3.42,0.67,11.3,6,1578
7.4,0.068,26.0,0.9947,3.36,0.6,11.9,6,1580
6.1,0.053,27.0,0.99362,3.57,0.5,11.9,5,1582
5.8,0.066,28.0,0.99483,3.55,0.66,10.9,6,1587
6.3,0.077,35.0,0.99314,3.32,0.82,11.6,6,1590
5.4,0.08900000000000001,26.0,0.99402,3.67,0.56,11.6,6,1591
6.3,0.076,40.0,0.99574,3.42,0.75,11.0,6,1592
6.8,0.068,38.0,0.99651,3.42,0.82,9.5,6,1593
6.2,0.09,44.0,0.9949,3.45,0.58,10.5,5,1594
5.9,0.062,51.0,0.99512,3.52,0.76,11.2,6,1595
